0	7483-549	0	88470462	-1	UniRef100_A0AAV8XMH7|CM055404.1|-|114|1.733e-23|2|6935|7483|7483[7483]:7325[7325]:159[159]|7297[7297]:6935[6935]:363[363]
0	4665-2550	0	108548815	-1	UniRef100_A0A674JVY2|CM055404.1|-|695|2.189e-198|1|2116|4665|4665[4665]:2116[2116]:2550[2550]
0	2+652	0	117232168	1	UniRef100_A0A9Q0N4F9|CM055404.1|+|406|2.177e-111|2|2|653|2[2]:538[538]:537[537]|582[591]:653[653]:72[63]
0	20959-960	0	160857451	-1	UniRef100_A0A9Q0N4I5|CM055404.1|-|514|6.709e-144|5|20000|20959|20959[20959]:20882[20882]:78[78]|20828[20825]:20706[20706]:123[120]|20644[20644]:20294[20294]:351[351]|20230[20221]:20165[20165]:66[57]|20107[20107]:20000[20000]:108[108]
0	18056+590	0	160860598	1	UniRef100_A0A1B6L2H8|CM055404.1|+|103|3.548e-20|3|18056|18645|18056[18056]:18184[18184]:129[129]|18202[18202]:18336[18336]:135[135]|18442[18442]:18645[18645]:204[204]
0	30593+667	0	175397227	1	UniRef100_A0A9Q0N4K9|CM055404.1|+|274|1.185e-71|3|30593|31259|30593[30593]:30757[30757]:165[165]|30863[30902]:31087[31087]:225[186]|31137[31155]:31259[31259]:123[105]
0	31217+309	0	175542013	1	UniRef100_A0A9P0CI03|CM055404.1|+|56|4.994e-06|1|31217|31525|31217[31217]:31525[31525]:309[309]
0	36240-276	0	190096110	-1	UniRef100_A0A821PT62|CM055404.1|-|98|1.135e-18|1|35965|36240|36240[36240]:35965[35965]:276[276]
0	33928-5672	0	229883913	-1	UniRef100_UPI00246804C5|CM055404.1|-|133|3.305e-29|2|28257|33928|33928[33928]:33587[33587]:342[342]|28454[28454]:28257[28257]:198[198]
0	7486-693	0	271551758	-1	UniRef100_UPI00187D7D3E|CM055404.1|-|222|5.339e-56|3|6794|7486|7486[7486]:7337[7337]:150[150]|7303[7303]:6935[6935]:369[369]|6925[6925]:6794[6794]:132[132]
0	22345-206	0	306271573	-1	UniRef100_A0A9Q0N274|CM055404.1|-|101|1.419e-19|2|22140|22345|22345[22345]:22271[22271]:75[75]|22193[22190]:22140[22140]:54[51]
0	15593-2968	0	313238801	-1	UniRef100_UPI001CA87BCF|CM055404.1|-|146|4.034e-33|2|12626|15593|15593[15593]:15204[15204]:390[390]|12829[12829]:12626[12626]:204[204]
